pdb_id,chain,split,cv_batch,n_residues,n_binding,row_hash
2nz5,A,testing,0,399,19,62b5a400
2nzt,A,training,3,871,18,089308b8
2nzu,G,training,4,275,9,d5053e43
2nzx,B,training,1,338,11,c6c3e856
2o07,B,training,3,285,18,66636552
2o0j,A,training,4,360,6,b66d1bfb
2o1c,A,training,4,147,5,2469407d
2o1s,A,training,3,518,13,800a0c8d
2o2c,B,training,1,564,12,2baf6610
2o2y,D,training,2,288,25,f40e2b68
2o4c,A,training,3,380,19,9d5b656e
2o73,B,testing,0,164,10,5a877c41
2o7e,A,training,5,514,6,09f59db3
2o90,A,training,2,115,5,c319ffdb
2o99,A,training,4,170,7,c221ed1e
2oal,A,training,3,527,20,707ed5f2
2obm,A,training,1,340,7,f228b7ee
2oci,A,training,4,254,8,0331f9e6
2ode,A,training,2,316,22,d8dce274
2oeg,A,training,3,466,14,ee8438f2
2oem,A,training,3,407,9,ba923e31
2ofi,A,training,1,179,7,732a6f07
2og7,A,training,5,319,9,c6ebc343
2oga,A,training,2,371,11,5e4d0e4f
2ohh,B,training,4,403,16,fdaa24a2
2ohv,A,training,1,258,6,4a33fdd3
2oi2,A,val,0,285,9,52421803
2oif,D,training,2,152,15,008e7270
2oiz,D,val,0,109,5,a2f849c0
2ojw,C,training,1,364,10,24758e78
2oke,B,training,5,123,11,9c31f81f
2okg,B,val,0,243,7,204ddd4e
2okj,B,training,3,503,10,4c6dc62e
2okl,A,training,3,185,16,d8030fab
2oln,A,training,1,385,25,781cfadf
2om2,A,training,3,320,17,942a45d0
2ool,A,training,5,304,17,5d52290f
2oq2,A,training,5,251,13,37d761bc
2oq5,A,training,5,232,6,edf9124f
2ort,A,training,4,298,17,ef09ffd1
2orw,B,training,3,173,20,27216b10
2oua,A,training,5,188,7,33273065
2our,A,training,5,324,8,13f961f5
2oxn,A,training,4,333,7,c8fbf03b
2p0d,A,training,3,107,5,ace9d4d5
2p1o,B,training,3,571,15,d8926438
2p2v,A,training,2,275,19,80f9ea50
2p39,A,training,1,142,7,bc9068fc
2p3a,B,training,2,98,11,1e945141
2p3c,B,testing,0,98,11,247b4b42
2p41,A,testing,0,259,25,59dace7f
2p4s,A,training,4,282,11,4cf4b545
2p4t,A,training,2,58,5,d10bc1b6
2p53,A,training,5,382,14,5b4d79e4
2p72,B,training,2,204,13,9d4db9fb
2p8b,A,testing,0,369,13,74eedcb1
2p8u,A,training,2,461,13,db4e7942
2p9h,A,training,5,269,7,5e7c97e4
2pa7,B,training,5,134,6,56369e01
2par,B,training,4,178,8,6b97cf9a
2pb2,A,training,4,378,9,8239d35c
2pd4,B,training,4,274,25,700d2928
2pdr,B,training,2,147,20,b57f01ed
2per,A,training,1,222,5,8cada4db
2pfe,A,training,1,186,7,df6a6924
2pg5,C,training,1,463,14,6417815a
2pgf,A,training,3,350,11,0547e8b0
2pia,A,training,3,321,23,4da59cda
2pid,B,training,3,324,16,e6293754
2piy,C,val,0,304,14,caf12025
2pjl,A,testing,0,218,8,036ce029
2pk3,A,training,1,309,31,51c2936a
2pk5,A,training,3,99,10,5ed8fb0c
2pk6,A,training,5,99,13,eeb9550e
2pl1,A,training,5,117,6,ee845c4a
2pl3,A,val,0,232,8,768d61bc
2plm,A,training,4,404,12,41858222
2pnc,A,training,1,622,6,13ab6383
2pnz,A,testing,0,236,8,7547f8fa
2poc,B,training,4,352,18,ff7efc2b
2pp1,D,testing,0,391,9,035cca76
2pqc,A,training,1,445,12,c6940e92
2pqm,A,val,0,338,11,4cf01111
2pr5,A,training,2,127,15,b212ec68
2ps1,A,training,1,224,15,2f929d98
2psv,A,training,3,99,8,eb48cca5
2ptr,A,training,3,454,18,b7397a6b
2ptz,A,training,1,431,11,d037d120
2pu1,A,training,1,431,11,6979feff
2puj,A,val,0,283,11,1fd56b69
2pun,A,training,1,380,17,b49360d3
2puz,B,training,4,404,6,bb7afa3f
2pv7,A,val,0,269,15,b5c545b9
2pwd,A,testing,0,557,9,190e133a
2pwy,B,testing,0,250,17,ba40ca02
2px8,A,testing,0,260,28,9f6065ca
2pxx,A,training,1,213,13,ee77824f
2pyj,B,testing,0,572,11,5dffc602
2pyw,B,training,3,411,16,ad5e28fe
2pz8,A,training,2,280,14,4cfa37a4
2pze,B,training,3,219,15,7f0d29cb
2pzm,A,training,1,316,28,6b8bd37d
2q09,A,testing,0,392,9,d1eb580a
2q0l,A,training,2,311,32,8e6d4026
2q0o,A,training,1,235,10,fb47a78f
2q16,A,training,1,195,16,1f7cad77
2q1a,X,training,5,291,6,f215b13f
2q1s,A,training,5,336,21,3825e744
2q1w,C,val,0,296,24,1a7bdaa1
2q28,A,training,2,550,26,4a8be910
2q2n,A,testing,0,309,11,a29d740d
2q2t,A,testing,0,293,8,04152f23
2q2v,C,training,4,248,23,16ce283e
2q32,A,testing,0,213,13,9ecf04ad
2q37,A,training,2,137,8,209e9081
2q3e,H,testing,0,459,35,d8ba1a7b
2q3r,A,val,0,351,13,2509f886
2q4w,A,training,4,483,19,01b80f2a
2q54,A,training,4,99,9,b4bc5f7b
2q55,A,training,1,99,8,119ccfa6
2q58,A,testing,0,335,7,ebadd939
2q5q,A,testing,0,533,25,177cf82c
2q66,A,training,4,519,11,4dfb52c6
2q7d,B,training,3,336,18,8e8f912c
2q7v,B,training,3,309,20,7e681503
2q8g,A,training,2,368,9,d9297906
2q8m,A,training,2,304,20,a3def8ed
2qbu,A,training,4,228,15,b2d904e2
2qcx,A,training,2,222,10,4a0f0597
2qdh,C,training,2,358,12,6f92b1c8
2qdx,A,training,4,257,18,dc94863a
2qe0,C,training,4,474,24,dac4ea47
2qeb,B,training,5,145,7,cedcbcb2
2qes,A,training,4,261,6,ddd54d1b
2qfv,A,training,1,410,14,2c7c7662
2qg6,A,val,0,176,11,39603edf
2qhs,A,val,0,210,6,cb166ae6
2qie,H,training,3,131,6,5891a5d1
2qim,A,training,4,157,11,c141c46b
2qio,B,training,5,256,24,b0489629
2qir,A,testing,0,172,20,1832be89
2qjn,A,training,5,385,10,3b907a61
2qjt,A,training,4,340,6,0987ebbf
2qlu,A,val,0,297,6,7adda450
2qlx,A,training,1,100,5,5e87603a
2qmc,B,testing,0,186,9,a1435eda
2qno,A,training,5,629,5,01c77784
2qpu,B,training,5,404,12,bd375033
2qpy,A,testing,0,248,13,e5e76dac
2qt6,B,training,2,498,7,6e7a3d2b
2qtc,A,training,2,801,21,aa52c3db
2qtr,C,training,5,189,18,409aedbb
2qtz,A,training,4,445,21,1c19a144
2qv6,B,testing,0,250,17,bbfa842b
2qv7,A,testing,0,293,11,c0ddfa5b
2qve,A,training,3,525,8,77d6f8ed
2qx0,A,training,3,158,19,2da052cf
2qxf,A,training,1,433,8,d9ccd0f8
2qxi,A,training,2,224,10,70b47743
2qxx,A,training,3,189,10,d681e986
2qyk,A,training,2,334,9,acde8b66
2qz4,A,training,4,223,10,bccfb571
2qzs,A,val,0,477,15,83e1fe38
2qzy,B,training,3,597,5,d6cbfe10
2r0c,A,val,0,509,15,8c8c8f51
2r0n,A,training,4,390,22,b24fa9e2
2r14,A,training,3,363,20,86bba3f9
2r1n,A,training,1,327,7,9625afd2
2r25,B,training,5,133,6,f4195166
2r2f,B,training,5,285,7,2ae17bde
2r3a,A,training,5,270,14,db7a1485
2r46,A,training,1,495,32,cbbda975
2r4b,A,training,3,292,13,327a66a6
2r4f,A,training,1,420,16,ce241612
2r5e,A,training,3,419,15,184fe5d6
2r5p,B,testing,0,99,11,339ce99b
2r5t,A,val,0,284,12,5d92e8d2
2r5v,A,training,2,346,10,80b50c41
2r68,A,testing,0,456,8,c34fe941
2r6j,A,val,0,310,16,bc188f2d
2r7k,A,training,3,358,15,22c60eaa
2r87,A,training,4,334,15,fa020fcf
2r94,B,testing,0,284,7,7e3dacaf
2r9f,A,training,4,322,10,2cc6ac47
2r9z,A,training,1,451,23,9329157a
2ra6,A,training,3,141,8,65654d69
2rbk,A,training,3,261,7,c90cd9e3
2rc5,B,training,2,301,17,bd751483
2rc8,A,training,4,284,9,d4c58df2
2rcb,A,testing,0,282,8,1280aa31
2rcn,A,training,3,278,13,648a598e
2rcu,A,training,4,627,11,ce98a1d1
2rdq,A,val,0,265,9,488c7c53
2rdz,A,training,1,441,61,52cd81b0
2rfb,A,training,2,338,16,65b7a60f
2rgj,A,training,4,369,19,c74d9797
2rgm,A,training,3,471,8,010ef193
2rhc,B,training,4,268,19,5d47bc15
2rhq,A,training,2,270,12,10409d09
2ri1,B,training,3,235,5,bdfc4654
2ri9,B,training,2,475,5,6cbbfe78
2rio,B,training,3,395,12,471ae93e
2rkf,B,val,0,99,9,3206cadb
2rkg,B,val,0,100,8,1d00e3e2
2rku,A,training,2,294,9,5fbe274b
2rkv,A,training,3,443,17,9a391ab7
2rl1,A,training,5,420,15,baf8b4cc
2rl8,A,training,2,148,10,a1cf79a4
2rnf,A,training,2,120,7,a50beda5
2sli,A,training,3,679,8,5b361df3
2toh,A,val,0,335,6,455801ca
2tpr,B,val,0,482,23,33fc4280
2uuq,A,training,2,394,17,fa2f1e8c
2uuu,A,training,3,550,30,2839fbb5
2uvf,A,training,2,571,5,85e06aa9
2uy5,A,training,2,285,8,5f53ac0d
2uyi,A,training,1,331,21,4d639905
2uyq,A,training,2,274,5,238e4a0e
2uyt,A,training,1,479,9,a71cb21b
2uzh,B,testing,0,153,11,83ed92f7
2uzj,B,training,4,247,9,e82fb015
2v03,A,training,1,294,9,0c4a1d8d
2v0c,A,training,5,810,22,36abca10
2v0i,A,training,5,450,14,4bb70af9
2v0u,A,testing,0,146,13,262abe2f
2v1o,B,training,5,148,18,cd256964
2v1x,A,training,5,527,10,68f0e4c2
2v26,A,val,0,747,10,9939bf54
2v2z,A,training,4,269,21,d91cc457
2v3a,A,val,0,381,22,9267da8f
2v3u,A,testing,0,253,10,bec4ad07
2v54,B,training,2,203,15,128c3a17
2v57,A,training,2,171,6,1be6a50a
2v5e,A,testing,0,200,6,ad34649d
2v6g,A,training,1,364,19,8861cc85
2v6i,A,training,3,421,6,d82b9ff8
2v6k,A,training,4,214,12,a7a84045
2v77,A,training,3,308,13,dd33cbee
2v7k,A,training,2,344,19,00e9f056
2v7o,A,training,3,305,9,fd75f6a6
2v7p,A,training,4,310,16,d64b83a2
2v7y,A,training,1,504,13,e0201ffd
2v82,A,val,0,203,10,748cd96d
2v8h,B,testing,0,431,7,0c04fd28
2var,A,training,3,311,23,9b77f9f6
2vat,I,training,3,347,15,92010625
2vb8,A,training,5,403,13,547afb17
2vbf,B,training,3,546,14,f53f77dc
2vbu,A,training,4,131,13,8fd47210
2vch,A,training,2,462,12,1679ca86
2vck,A,training,2,202,16,f598c02c
2vcn,A,val,0,249,22,6eea6347
2vct,D,training,4,221,6,6449dca8
2vcv,D,training,3,219,7,381e14c1
2vd8,A,training,5,369,9,2cf6df3a
2vdv,E,training,4,216,12,498a6b2e
2ve3,A,training,3,435,25,300cd1dc
2vea,A,val,0,500,17,9369b603
2veg,A,testing,0,279,8,6aa82e57
2vez,A,training,3,165,14,7e39316d
2vf7,B,val,0,813,21,dd3e7292
2vfr,A,training,3,418,21,4bc2e98c
2vg0,A,testing,0,227,12,aec7f004
2vhd,A,training,2,323,33,c5c5ea2a
2vhe,A,training,2,194,9,7762eca8
2vhl,A,training,4,392,8,582c9b18
2vhw,E,training,1,373,19,368b20ab
2vjm,B,testing,0,426,14,47146fbc
2vjy,A,training,2,562,20,f6a8d32f
2vk1,D,training,2,562,18,ca4e5e01
2vk7,A,training,3,448,11,00282487
2vkh,A,training,4,539,13,f833990d
2vmq,A,training,5,405,9,876d4b42
2vn1,B,training,3,123,16,6b51b8f4
2vnk,C,training,5,257,27,e6f4f8fc
2vo4,A,val,0,219,18,eb892440
2vos,A,training,3,441,13,b037c5bb
2vpq,A,val,0,447,12,933ff952
2vpr,A,training,5,197,7,4a046ecf
2vq3,A,training,2,181,15,1c5b51ab
2vqd,A,val,0,447,13,99566608
2vqm,A,training,4,391,5,5b1aac9e
2vr4,A,val,0,836,11,b4bcd545
2vrq,A,training,3,493,9,a0cc1d26
2vsu,D,training,3,247,18,0d805b6a
2vt3,A,training,5,185,8,78b4296d
2vur,A,training,5,584,7,80f483a3
2vv6,A,val,0,106,19,e7492961
2vvg,A,testing,0,304,9,60fc8dad
2vvm,A,training,3,481,26,06b2d059
2vvp,A,training,3,157,9,2e93915a
2vwd,A,training,1,413,5,e91f999f
2vwi,C,training,1,270,9,1240d460
2vwt,B,training,4,256,7,d3834907
2vxn,A,training,3,249,10,c22fd601
2vxo,B,training,3,658,13,29132697
2vyc,A,training,3,755,10,606bc2b8
2vyt,A,training,3,214,5,b68bf5e7
2vzq,B,training,3,126,6,2461aa45
2vzw,A,testing,0,146,17,bee56124
2vzz,A,training,3,210,21,465a1bea
2w15,A,training,1,201,11,1fa8230e
2w1a,C,val,0,78,9,0cb2e8af
2w22,A,training,3,388,8,0792824e
2w2i,A,training,3,305,8,8f243719
2w2t,A,training,4,178,14,4ddf4788
2w39,A,training,4,298,8,68621c63
2w3g,B,val,0,146,17,7567c0ec
2w41,A,testing,0,506,9,8b1e5139
2w47,A,training,5,135,5,60d0bc49
2w5t,A,training,4,424,9,7fd356ab
2w87,A,training,1,139,6,eda75c55
2w8r,A,testing,0,485,5,a79b654d
2w8t,A,training,1,397,13,9b9cffe0
2w8z,A,training,3,468,8,b2d107a3
2w9s,A,training,2,157,23,e33b4b2e
2wa2,B,training,5,259,12,be660050
2wat,B,training,3,120,16,aa61e7bf
2wba,B,training,3,489,33,4eb72bfb
2wbq,A,training,5,332,11,76165933
2wda,A,val,0,742,5,a5502800
2wde,A,training,3,545,8,18e5b14c
2wds,A,training,3,123,9,3a2e21f4
2we5,A,testing,0,309,12,73b11a23
2wei,A,training,5,278,8,818e3b58
2wel,A,training,4,304,7,6c5bca6d
2wet,D,testing,0,494,23,88dcbd69
2wg9,A,training,5,114,7,f8ac6811
2wgr,A,training,4,163,7,aa405341
2wiy,A,training,5,394,17,7a731e4c
2wk0,B,training,1,255,7,4a014abf
2wk1,A,training,3,242,16,84896331
2wk9,B,training,3,380,11,a4df598b
2wlg,C,training,4,210,13,4fa95f4c
2wlz,A,training,3,538,8,cc4be616
2wmc,C,val,0,172,7,bfa39a66
2wme,C,training,2,488,14,6c980b92
2wn6,A,training,4,404,13,6892cf5e
2wn9,A,training,1,209,5,973e0f48
2wnb,A,training,3,270,8,6bac6c2e
2woe,A,training,4,291,16,ff8259b8
2woj,A,training,1,301,10,8d07d1b6
2wpx,B,training,1,326,11,2e9b4093
2wq5,A,training,2,119,7,3fa84953
2wqf,A,val,0,189,8,7ff81f0b
2wqn,A,training,2,259,6,230a5710
2wr8,A,testing,0,258,6,3625e146
2wsb,C,training,2,254,23,fba2b3b4
2wsi,A,training,5,285,14,14e32a08
2wtn,B,training,5,250,7,a840db7f
2wuu,A,training,3,402,27,a75adb48
2ww4,A,training,1,283,10,e92cf9ac
2wwc,A,training,2,431,23,aa542fef
2wxf,A,training,1,822,14,a1544bca
2wya,A,training,1,460,22,61f8bdde
2wyv,D,training,2,257,20,40c7f4c2
2wzb,A,training,1,405,16,b72b916d
2wzm,A,val,0,274,15,ba410ba0
2wzv,B,testing,0,217,11,6920afc0
2x06,A,val,0,335,14,2deee7e5
2x1e,A,training,3,353,6,c71a2500
2x1l,C,training,5,476,8,6ef162eb
2x3f,A,training,2,281,15,7f978675
2x56,A,training,1,272,5,aba4f9d8
2x5d,D,training,5,380,11,d7f9a8ac
2x5o,A,training,4,438,14,11e18245
2x65,B,val,0,334,9,b0d53cf5
2x71,A,training,2,255,10,94c23d20
2x7j,A,training,2,579,14,069530f7
2x9g,C,training,5,252,26,e5a14311
2x9o,A,testing,0,231,14,39a97b43
2xa2,B,training,5,412,14,034df272
2xad,A,training,4,256,6,e8b7e8c9
2xau,A,testing,0,745,11,ec350413
2xbk,A,training,4,391,22,f00c0d66
2xbu,A,training,4,200,11,2c85a6d7
2xcf,A,training,3,180,12,a9653377
2xcm,A,training,4,213,8,13daa5fe
2xcu,B,testing,0,352,9,c424f611
2xcw,A,training,2,470,18,c192ad41
2xdo,A,training,3,367,18,797f1fdf
2xg5,A,training,2,216,7,33ddf31a
2xgb,A,training,3,486,7,442ec9fd
2xgs,A,training,4,542,10,9a68039b
2xh1,B,training,5,412,15,5ecaa938
2xi7,A,training,4,184,5,d09ddd35
2xko,A,training,1,212,7,553b122f
2xlq,A,training,1,316,7,a883b246
2xnm,A,training,5,258,9,96aa53d4
2xpu,A,training,3,202,8,4e3b7c03
2xq0,A,testing,0,625,9,18dcac6b
2xrw,A,training,3,349,10,a85130a8
2xsq,A,training,5,179,6,f96d56cd
2xsu,A,training,3,309,6,b7fb3d3d
2xta,D,testing,0,818,25,5da18417
2xtz,B,training,2,290,20,a1be45df
2xu3,A,training,3,220,11,117ed479
2xua,H,training,1,254,7,c594a954
2xuc,C,training,2,293,7,e6aad26f
2xve,C,training,5,444,23,dae7d0bc
2xvm,A,training,4,198,12,1146f2cd
2xwl,A,training,1,221,14,d3246c0d
2xwp,A,training,1,257,17,d95ed01c
2xwq,C,training,3,126,10,16c9c3c2
2xz9,A,training,5,317,5,be5d1435
2xzk,B,training,3,384,23,18f19a02
2xzl,A,training,5,756,15,8ea3fa2e
2xzo,A,training,4,613,16,6e38c330
2y0c,A,training,4,461,13,bb92ac6c
2y24,A,training,5,383,5,66ace7ea
2y27,A,training,3,415,20,09eb904f
2y2b,A,training,1,179,20,15d0e6b4
2y2f,A,training,2,282,10,471528a0
2y2m,A,training,2,471,9,dd524b3b
2y30,A,training,2,227,14,1b54bc5d
2y3q,A,training,1,157,8,dbacb1a7
2y3s,A,training,3,497,30,9f659f22
2y4o,B,training,3,432,15,b703d556
2y4r,B,training,1,270,9,f8bb4f71
2y53,A,training,4,529,17,55f30fe3
2y5n,A,training,2,394,28,22c8e7e3
2y5s,A,testing,0,280,11,ba1b5a0f
2y65,C,training,5,343,9,a48978ec
2y6d,A,training,3,159,13,24bac912
2y6o,A,training,1,263,12,a9c37674
2y6p,C,training,3,229,13,5ac831b0
2y71,A,training,5,138,11,a9c8b39c
2y7g,B,testing,0,276,9,690cd3ca
2y88,A,val,0,244,21,33faf974
2y8e,A,training,2,165,20,919d8c0b
2ya2,A,training,2,708,8,ed306eb3
2ya8,A,training,3,470,8,fe6b2ca4
2yab,A,training,2,299,8,560d00ba
2yaj,A,training,3,869,12,d419849c
2yay,A,training,2,257,13,5904398c
2yb1,A,val,0,284,7,557a16ed
2ybo,A,training,5,248,15,481b9464
2yc3,A,training,2,219,9,9fc46c64
2ycf,A,training,4,286,11,74ad5d62
2ycj,A,training,5,271,10,7d51f50c
2ydp,A,testing,0,361,5,a2eb4d0b
2yex,A,val,0,269,8,c0d27fa6
2yg5,A,training,3,450,26,5f2006b7
2yhx,A,training,1,379,6,e2dbc1e9
2yi1,A,training,2,308,23,90e9f0c8
2yim,A,training,4,355,16,5f61764f
2yjz,A,training,1,174,16,0c1d99b5
2yk4,A,val,0,315,6,2c5c1d98
2yn4,B,training,1,225,7,358de0b7
2yoh,A,training,1,199,12,ed83bac4
2yoo,B,training,1,395,28,ea587337
2yqh,A,training,2,472,11,3a35d739
2yve,A,training,5,175,8,c9d9fb2e
2yvk,A,training,3,349,13,031374c6
2yvl,C,val,0,247,15,151da91f
2yvp,A,training,1,182,10,fde75075
2yw2,A,training,5,423,12,f80a441f
2yx1,A,training,1,320,11,88c92022
2yy8,B,training,1,174,13,6fef5860
2yye,A,training,2,339,9,0363acdd
2yyj,A,training,4,476,26,a5d82ba0
2yyy,A,training,2,342,19,9d8f0515
2yz3,B,testing,0,225,9,c60ab1bc
2z26,B,training,4,334,10,c235d9e7
2z3h,A,training,3,122,11,75459792
2z3u,A,training,2,411,35,2240c67c
2z3y,A,training,5,643,26,519f9034
2z3z,A,training,1,651,9,6781408d
2z49,A,training,2,431,20,f85d2a4d
2z4t,A,training,1,493,11,672b2f73
2z5f,A,training,1,293,14,6cb3de56
2z5y,A,training,4,513,33,341bed82
2z67,A,training,3,424,8,24d72ad7
2z6c,A,val,0,121,15,5f56385b
2z6i,A,training,4,307,11,d982b3d2
2z73,A,training,1,350,9,e97d7885
2z77,C,training,2,133,11,61bbd061
2z7r,A,training,2,265,12,f10b8f90
2z7x,A,training,5,549,7,72dfa99d
2z81,A,val,0,549,12,c869061d
2z86,D,training,4,594,24,4f5ccdd6
2z8i,B,training,2,190,7,c8ba85fa
2z98,A,training,5,194,14,d2e68350
2z9v,A,testing,0,392,6,a00fdcc1
2zat,A,training,2,251,22,ff7c17cb
2zb3,A,training,2,345,20,20338681
2zb4,A,training,2,351,26,726fe64f
2zba,A,val,0,423,21,ba6919d8
2zbx,A,training,3,399,16,2816c575
2zc0,A,training,1,405,12,882209ef
2zcv,A,training,1,283,14,046d4d61
2zd8,A,training,4,265,14,188b1043
2zdo,A,training,4,108,14,05018ae9
2zdp,A,training,1,110,13,7025d12f
2ze6,A,testing,0,227,19,42208b81
2zej,A,training,5,151,10,f3255c50
2zfi,A,training,4,329,9,ced33d40
2zfn,A,training,2,369,16,d37b7ba7
2zfu,A,training,5,212,12,0f7c330f
2zgi,B,training,1,244,13,a804b3f5
2zhz,B,training,4,174,7,376dd7aa
2zi8,A,training,2,299,8,6cba3711
2zif,B,training,2,243,14,bd9cfca9
2zj5,A,training,5,680,8,c600b2b7
2zjf,A,training,5,346,8,c474908f
2zo9,B,training,4,271,6,5cce3b32
2zog,B,training,4,478,11,02b5e7f1
2zpa,A,training,1,648,25,43d7872a
2zpt,X,training,2,288,12,2f2be56c
2zq0,A,val,0,704,13,c06a13bb
2zr9,A,testing,0,312,9,484f339e
2zsh,A,training,3,338,10,78e00fe9
2ztg,A,training,2,724,14,b31f49ed
2ztj,A,training,3,312,8,13d8d6ec
2zu5,A,training,1,306,16,a463f278
2zue,A,training,5,628,12,962a5d36
2zux,A,training,3,582,5,310b3b9b
2zw5,A,training,5,293,16,b2bab8aa
2zwa,A,training,1,672,16,f1fb60f5
2zwi,A,training,1,370,11,b226f04a
2zx2,B,training,1,195,13,d1e371dd
2zxc,B,training,1,643,9,ed622abc
2zxd,A,training,3,441,10,aaf186b8
2zy4,A,training,5,524,12,09fb774e
2zyj,A,training,4,397,16,31dda227
3a06,A,training,5,370,18,bf4d99da
3a0t,A,training,4,152,12,78c0b132
3a10,A,training,5,113,6,1aba7e42
3a16,D,training,2,353,19,37c8ad58
3a1c,A,val,0,267,14,434f87bb
3a22,B,training,1,612,27,dbb9953a
3a25,A,val,0,264,9,154d5fb7
3a27,A,testing,0,219,9,090f389e
3a28,A,training,1,257,20,2edc421c
3a2o,B,training,1,99,9,c8b379c6
3a2q,A,training,3,482,5,ebcad92a
3a2y,A,testing,0,185,12,d291dec1
3a3i,A,training,5,453,8,1bad4867
3a4g,A,training,4,395,19,6f531f67
3a4t,A,training,1,258,13,bf33406f
3a5y,B,training,1,310,18,a5b3ce69
3a7i,A,training,3,286,5,dbe151e4
3a7r,A,val,0,337,19,707756c5
3a8i,B,training,1,363,13,196e8724
3a8t,A,training,5,289,11,0747a92a
3a99,A,training,1,273,6,7501db0b
3a9z,A,training,3,403,13,3fa65dd6
3ab1,A,training,3,318,23,add02aa6
3aba,A,training,4,397,28,91a33693
3abb,A,training,1,383,15,3c5f0bee
3abi,A,testing,0,349,20,ffdffa2a
3abx,A,training,3,372,11,78ac8ed3
3acd,A,training,1,164,9,0489286e
3add,A,training,2,247,9,6fe9ef88
3adz,A,training,5,284,14,74447db1
3aex,A,training,1,351,15,fe555431
3afh,A,training,1,463,11,9c3b29b3
3afn,C,training,4,257,23,df71eb1e
3afv,A,testing,0,439,21,3b5737ce
3ag6,A,training,4,283,15,faff7028
3agc,A,training,4,271,10,3f678a7f
3agn,A,training,3,114,10,3b1884fc
3ah1,A,training,2,283,5,5a2f5a9e
3ahc,A,training,2,802,13,4e7a5017
3ahq,A,training,1,356,16,55e352e6
3aia,A,training,3,200,10,847212f1
3air,A,training,3,491,12,a46b5db1
3aiw,A,training,1,486,9,8e559c89
3aje,A,training,4,329,12,acd6927c
3ajn,A,training,5,129,5,c9cd6b00
3akh,A,training,2,447,16,41663860
3akk,D,training,3,288,11,63be4177
3aln,B,training,3,263,17,05bb5a56
3amr,A,training,2,352,7,edcc3529
3ang,B,training,3,194,13,ec6b079c
3ank,A,training,2,377,12,0dbc64b4
3anu,A,training,5,367,10,5f42b14a
3anx,A,training,1,312,10,5e4735d2
3ap1,A,training,2,298,17,3b741251
3aq4,A,training,1,170,12,7e2fe26c
3aqt,B,training,2,190,6,878b953a
3aqv,A,training,3,267,7,fe654d1a
3arx,A,training,2,575,12,9f8bbc1f
3asz,A,testing,0,203,13,f14434bf
3atr,A,training,3,452,33,c9cfaeb7
3att,A,val,0,352,8,42014e9d
3aut,B,testing,0,262,19,ef8aed54
3awj,A,training,4,379,11,af2f716e
3awm,A,training,2,407,23,0462ae20
3axb,A,training,2,418,23,98674042
3axk,A,training,4,433,12,df09f2bb
3axs,A,training,3,387,11,964e1f0e
3ayj,A,training,5,684,24,9fd01349
3ayx,B,training,3,273,6,7902b6d5
3az3,A,training,5,250,12,fe3342b7
3azc,A,training,1,133,8,b7477bf7
3b00,D,training,3,251,9,e986e7e9
3b0g,A,val,0,538,23,9e1f42ed
3b0h,B,val,0,535,25,173c6e8b
3b0p,A,training,5,307,14,3eff2e1a
3b0x,A,training,3,575,9,e789e459
3b12,B,testing,0,294,6,4c564da5
3b1d,C,training,3,386,12,5c768d57
3b1f,A,training,1,279,9,dd2c41cd
3b1j,A,training,5,338,16,91bbbd42
3b1n,B,training,5,320,18,a6287b5b
3b1u,A,training,5,628,9,5d9076f9
3b3f,A,testing,0,337,17,d5845145
3b42,A,training,1,126,7,de0c084b
3b47,A,testing,0,121,5,6374c921
3b4y,A,training,3,323,18,1c2238b7
3b6c,B,training,3,203,9,7960a9d5
3b6h,B,training,3,470,13,521377ea
3b6j,B,training,2,197,23,46b02570
3b6r,B,val,0,376,18,e8888629
3b6z,A,training,2,352,18,d79e0c64
3b7e,A,training,1,385,11,3fa156dc
3b7g,A,training,4,205,8,62791f70
3b8x,A,training,3,386,20,f6fac594
3b8y,A,training,5,304,6,e219720f
3b8z,A,training,3,217,12,7a5ad8cc
3b98,B,training,1,427,14,2d81935b
3b9o,B,training,5,433,14,bec96d3c
3b9x,A,val,0,309,14,6012d9e8
3baz,A,training,1,311,18,017319a7
3bb0,A,training,5,575,7,f50734df
3bbd,A,testing,0,198,11,d2638343
3bc1,A,training,3,185,19,51327339
3bc9,A,val,0,585,15,2a898263
3bd9,A,training,1,258,11,35f66262
3beo,A,training,2,375,28,4ea3e3de
3ber,A,training,2,220,8,8ba8f162
3bex,B,training,2,248,6,b5cec4b4
3bfx,A,training,3,253,12,2c531bc1
3bgd,B,training,2,232,19,85350316
3bho,A,training,4,203,5,9a8dcb89
3bj7,B,training,5,161,15,bebdba2c
3bje,B,training,1,327,13,474fd3f5
3bk2,A,training,5,535,8,672af4a1
3bl6,A,training,4,230,9,ef8751d4
3bm1,A,training,3,177,7,96839f65
3bmw,A,training,3,683,6,82d0b189
3bnj,A,testing,0,471,61,5573a5d6
3bp1,B,training,1,250,7,70601746
3bpz,A,val,0,194,11,73cdc5d1
3bqc,A,training,3,328,10,f3acf5d8
3brm,B,training,3,281,9,5bfe72eb
3bs8,A,training,1,430,9,89ad439f
3bso,A,val,0,479,8,c838e560
3buj,A,training,3,397,15,e8d19343
3buv,B,training,2,325,23,3929745c
3bw2,A,training,5,347,16,bf9333b6
3bwk,C,training,2,234,12,d3909cb7
3bwn,F,training,4,360,11,7c35bbcb
3bwy,A,training,1,214,18,bb7b53fb
